 ,Label,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
25,HG13E,395.25,131.217,43.001,51.667,229.327,358.376,1429.679,0,0,309.153,272.927,1300.868,172.174,258.898,0,0,-56.441,0.052,309.153,51863.561,128.697,0,0,0,31885.717,1,214,1020,123.559,0,0,0,NaN,309.153
26,HG13E,196.812,106.321,43.128,52.578,206.122,109.681,1237.1,0,0,153.128,43.362,1198.839,133.913,77.797,0,0,29.982,0.105,153.128,20925.342,94.511,0,0,0,12864.9,1,34,1000,29.982,0,0,0,NaN,153.128
27,HG13E,268.38,92.78,33.579,40.073,182.184,568.811,1268.984,0,0,208.988,533.101,1170.781,72.696,197.681,0,0,-70.017,0.077,208.988,24900.307,82.537,0,0,0,15308.709,1,418,918,109.983,1.42E-14,0,0,NaN,208.988
28,HG13E,91.087,91.567,15.75,63.998,121.602,513.97,1098.086,0,0,70.04,479.536,1091.709,70.145,14.029,0,0,10.491,0.233,70.04,8340.505,90.703,0,0,0,5127.743,1,376,866,10.491,0,0,0,NaN,70.04
29,HG13E,336.695,68.877,38.432,34.306,220.864,749.912,1044.521,0,0,262.576,665.738,943.767,169.623,202.782,0,0,-50.123,0.061,262.576,23190.387,52.977,0,0,0,14257.45,1,522,740,129.877,0,0,0,NaN,262.576
30,HG13E,180.547,143.534,33.326,77.201,222.344,802.202,719.304,0,0,140.845,744.811,678.492,116.058,82.898,0,0,-35.417,0.114,140.845,25914.494,144.591,0,0,0,15932.231,1,584,532,144.583,0,0,0,NaN,140.845
31,HG13E,152.895,85.877,19.22,43.799,144.945,925.912,593.043,0,0,118.355,890.202,545.854,72.696,95.652,0,0,-52.883,0.137,118.355,13130.253,85.168,0,0,0,8072.479,1,698,428,127.117,7.11E-15,0,0,NaN,118.355
32,HG13E,307.417,212.262,57.129,48.333,255,553.507,116.058,0,0,240.161,492.289,12.754,123.71,207.884,0,0,-59.349,0.067,240.161,65253.014,240.188,0,0,0,40117.553,1,386,10,120.651,1.42E-14,0,0,NaN,240.161
33,HG13E,156.148,64.235,8.85,46.333,83,520.347,235.942,0,0,121.179,489.739,183.652,62.493,105.855,0,0,-59.657,0.134,121.179,10030.126,63.785,0,0,0,6166.521,1,384,144,120.343,0,0,0,NaN,121.179
34,HG13E,294.405,44.432,7.712,35.278,76.365,610.898,368.579,0,0,229.083,520.347,298.434,182.377,141.565,0,0,37.763,0.07,229.083,13080.904,42.366,0,0,0,8042.14,1,408,344,37.763,0,0,0,NaN,229.083
